Provider,ClaimID_count,BeneID_nunique,ClaimDuration_mean,ClaimDuration_max,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_std,Insurance_Coverage_Ratio_mean,Patient_Risk_Score_mean,Docs_Involved_Count_mean,ClmProcedureCode_1_count,County_nunique,Ratio_ClaimsPerPatient,Unique_Staff_Count,Ratio_ClaimsPerDoctor,Ratio_Inpatient_Business
PRV54250,62,61,0.6451612903225806,19,363.38709677419354,22530,784.4491510929496,354.99720220973353,17.806451612903224,1.3225806451612903,0,20,1.0163934426229508,41,1.4761904761904763,0.0
PRV54251,47,32,3.723404255319149,20,1650.8510638297873,77590,3626.6800183634437,435.00640550291916,17.70212765957447,1.297872340425532,4,5,1.46875,5,7.833333333333333,0.1276595744680851
PRV54252,17,16,1.5294117647058822,14,354.70588235294116,6030,490.77894269032697,354.70588235294116,17.0,1.3529411764705883,0,11,1.0625,6,2.4285714285714284,0.0
PRV54253,14,13,3.5714285714285716,20,5917.857142857143,82850,13640.83077696202,208.9168782573834,17.214285714285715,1.3571428571428572,2,8,1.0769230769230769,9,1.4,0.2857142857142857
PRV54254,104,44,1.5192307692307692,20,222.5,23140,505.98313414464224,219.00661079503928,16.798076923076923,1.2403846153846154,0,9,2.3636363636363638,18,5.473684210526316,0.0
PRV54255,232,154,1.5086206896551724,20,462.19827586206895,107230,1146.680091936617,460.731902969111,17.336206896551722,1.1982758620689655,0,24,1.5064935064935066,5,38.666666666666664,0.0
PRV54256,262,100,1.4122137404580153,20,446.8702290076336,117080,1320.072901719291,291.7477023513642,17.874045801526716,1.2213740458015268,3,17,2.62,16,15.411764705882353,0.019083969465648856
PRV54257,282,134,1.7836879432624113,20,246.59574468085106,69540,470.67957198460107,244.2905933684756,17.659574468085108,1.173758865248227,0,2,2.1044776119402986,1,141.0,0.0
PRV54258,238,201,3.226890756302521,35,5114.495798319328,1217250,8440.002671999451,135.9535371715491,16.84873949579832,1.550420168067227,70,48,1.1840796019900497,75,3.1315789473684212,0.4957983193277311
PRV54259,29,26,2.9655172413793105,20,3100.0,89900,4138.619507586006,412.8608754556305,16.586206896551722,1.0689655172413792,6,6,1.1153846153846154,12,2.230769230769231,0.41379310344827586
PRV54261,75,66,2.4,20,339.8666666666667,25490,583.7124739563583,325.67275212189236,17.4,1.4666666666666666,1,15,1.1363636363636365,38,1.9230769230769231,0.0
PRV54262,1,1,4.0,4,3000.0,3000,0.0,2.8063610851262863,17.0,1.0,0,1,1.0,1,0.5,1.0
PRV54263,6,6,0.16666666666666666,1,810.0,4860,1585.1309094204175,130.75564899801486,17.333333333333332,1.1666666666666667,0,5,1.0,5,1.0,0.16666666666666666
PRV54265,406,197,1.2635467980295567,20,278.1527093596059,112930,555.7659924380637,265.54516498892457,17.600985221674875,1.2610837438423645,0,20,2.0609137055837565,13,29.0,0.0
PRV54266,65,59,2.3846153846153846,20,5218.153846153846,339180,11270.206421732546,172.4521263268132,17.246153846153845,1.1846153846153846,15,10,1.1016949152542372,19,3.25,0.3230769230769231
PRV54267,226,84,1.0663716814159292,20,349.3805309734513,78960,1106.939149736458,345.96786791707274,17.63274336283186,1.0132743362831858,0,6,2.6904761904761907,2,75.33333333333333,0.0
PRV54269,118,26,0.8813559322033898,20,277.45762711864404,32740,545.8533450090501,263.2057280018637,17.940677966101696,1.3983050847457628,0,3,4.538461538461538,14,7.866666666666666,0.0
PRV54270,34,27,1.1764705882352942,20,332.94117647058823,11320,494.01588375743006,331.77923021060275,18.529411764705884,1.2941176470588236,0,6,1.2592592592592593,4,6.8,0.0
PRV54271,29,12,1.4137931034482758,20,215.17241379310346,6240,296.31812887087574,209.73765714695182,17.137931034482758,1.0344827586206897,0,3,2.4166666666666665,9,2.9,0.0
PRV54273,234,108,1.5683760683760684,20,307.77777777777777,72020,867.1160934408105,285.2361957981753,17.081196581196583,1.2606837606837606,0,13,2.1666666666666665,5,39.0,0.0
PRV54274,47,17,2.0425531914893615,20,356.17021276595744,16740,775.5546491873031,356.17021276595744,17.29787234042553,1.0638297872340425,0,4,2.764705882352941,7,5.875,0.0
PRV54275,1,1,4.0,4,50.0,50,0.0,50.0,17.0,1.0,0,1,1.0,1,0.5,0.0
PRV54276,77,35,1.0909090909090908,20,1309.2207792207791,100810,6723.418766605386,188.3826027425657,17.584415584415584,1.2987012987012987,4,5,2.2,12,5.923076923076923,0.05194805194805195
PRV54278,61,27,2.3114754098360657,20,322.78688524590166,19690,640.2815296090228,318.45943589777204,17.18032786885246,1.360655737704918,0,5,2.259259259259259,6,8.714285714285714,0.0
PRV54280,20,15,0.5,10,351.5,7030,704.98432233408,351.5,18.75,1.0,0,5,1.3333333333333333,1,10.0,0.0
PRV54282,19,11,1.105263157894737,20,344.2105263157895,6540,602.2210353670789,344.2105263157895,19.57894736842105,1.0,0,2,1.7272727272727273,1,9.5,0.0
PRV54283,5,5,0.0,0,110.0,550,218.28879952943075,110.0,17.0,1.0,0,2,1.0,4,1.0,0.0
PRV54284,113,43,2.0973451327433628,20,850.4424778761062,96100,2227.8682914153173,335.99203513533945,17.52212389380531,1.1061946902654867,6,6,2.627906976744186,4,22.6,0.07079646017699115
PRV54285,20,16,1.55,20,127.5,2550,173.35315338774106,112.57462686567165,17.7,1.5,0,2,1.25,10,1.8181818181818181,0.0
PRV54287,155,67,0.9870967741935484,20,244.51612903225808,37900,462.0664953951287,230.85421977253145,17.89032258064516,1.367741935483871,0,6,2.3134328358208953,8,17.22222222222222,0.0
PRV54288,15,13,1.1333333333333333,11,273.3333333333333,4100,581.6315312078929,273.3333333333333,15.8,1.3333333333333333,0,6,1.1538461538461537,7,1.875,0.0
PRV54289,56,28,1.9107142857142858,20,316.42857142857144,17720,563.0579772228484,294.6652944447636,17.089285714285715,1.0,0,6,2.0,2,18.666666666666668,0.0
PRV54290,6,6,0.0,0,550.0,3300,670.9396396100025,550.0,17.666666666666668,1.0,0,3,1.0,2,2.0,0.0
PRV54291,10,9,0.0,0,171.0,1710,207.70973336204864,121.81967213114754,18.7,1.0,0,5,1.1111111111111112,5,1.6666666666666667,0.0
PRV54293,2,2,0.0,0,1260.0,2520,1753.624817342638,1260.0,16.0,1.0,0,1,1.0,1,1.0,0.0
PRV54294,1,1,0.0,0,60.0,60,0.0,60.0,17.0,2.0,0,1,1.0,1,0.5,0.0
PRV54295,1,1,7.0,7,3300.0,3300,0.0,3300.0,16.0,1.0,0,1,1.0,1,0.5,0.0
PRV54296,54,18,0.9444444444444444,20,193.7037037037037,10460,339.27946012320797,185.81958195819584,17.462962962962962,0.9814814814814815,0,1,3.0,1,27.0,0.0
PRV54297,8,7,6.875,15,21000.0,168000,21718.984454027443,19.644527595884004,17.125,1.875,6,4,1.1428571428571428,4,1.6,1.0
PRV54298,3,3,5.333333333333333,7,12666.666666666666,38000,8020.806277010643,11.849080137199875,17.0,2.0,3,2,1.0,3,0.75,1.0
PRV54299,5,5,5.4,20,360.0,1800,389.8076448711595,360.0,17.8,1.0,0,1,1.0,1,2.5,0.0
PRV54300,6,6,2.0,12,248.33333333333334,1490,355.77614684892336,236.76156255758247,18.166666666666668,1.0,0,1,1.0,2,2.0,0.0
PRV54301,13,11,2.6923076923076925,20,283.84615384615387,3690,671.4975609478968,283.84615384615387,16.692307692307693,1.0,0,1,1.1818181818181819,1,6.5,0.0
PRV54302,1,1,0.0,0,3300.0,3300,0.0,3300.0,17.0,1.0,0,1,1.0,1,0.5,0.0
PRV54303,16,14,2.5625,20,322.5,5160,526.2128846769148,322.5,16.6875,1.0,0,2,1.1428571428571428,1,8.0,0.0
PRV54304,1,1,0.0,0,50.0,50,0.0,50.0,22.0,1.0,0,1,1.0,1,0.5,0.0
PRV54305,6,5,1.6666666666666667,10,443.3333333333333,2660,687.0419686355898,170.6060606060606,18.333333333333332,1.0,0,1,1.2,1,3.0,0.0
PRV54306,33,28,4.757575757575758,20,403.030303030303,13300,640.7294907392903,401.23012301230125,16.515151515151516,1.2121212121212122,0,1,1.1785714285714286,3,8.25,0.0
PRV54307,2,2,0.0,0,200.0,400,141.4213562373095,200.0,19.0,1.0,0,1,1.0,1,1.0,0.0
PRV54308,1,1,0.0,0,70.0,70,0.0,70.0,19.0,1.0,0,1,1.0,1,0.5,0.0
PRV54309,29,18,2.413793103448276,20,212.41379310344828,6160,249.35137532081959,177.6619338766499,17.344827586206897,1.0,0,1,1.6111111111111112,1,14.5,0.0
PRV54310,7,3,5.285714285714286,20,42.857142857142854,300,23.603873774083294,42.857142857142854,16.285714285714285,1.0,0,1,2.3333333333333335,1,3.5,0.0
PRV54311,3,3,6.666666666666667,20,33.333333333333336,100,49.32882862316247,33.333333333333336,15.0,1.0,0,1,1.0,1,1.5,0.0
PRV54312,4,4,0.0,0,87.5,350,83.81527307120106,77.8225806451613,19.5,1.25,0,2,1.0,2,1.3333333333333333,0.0
PRV54313,16,16,3.875,20,441.875,7070,921.8403242066021,432.7286585365854,17.1875,1.125,0,3,1.0,4,3.2,0.0
PRV54315,103,41,2.3592233009708736,20,366.6990291262136,37770,659.8000118121274,347.8189438755846,16.689320388349515,1.0,0,5,2.5121951219512195,2,34.333333333333336,0.0
PRV54316,2,1,0.0,0,125.0,250,106.06601717798213,125.0,15.0,1.0,0,1,2.0,1,1.0,0.0
PRV54317,25,22,0.88,20,146.0,3650,181.45247311624055,144.82926829268294,16.92,1.0,0,2,1.1363636363636365,1,12.5,0.0
PRV54319,1,1,0.0,0,100.0,100,0.0,100.0,17.0,1.0,0,1,1.0,1,0.5,0.0
PRV54320,102,44,1.7254901960784315,20,213.33333333333334,21760,401.10820083722786,209.4249896024316,17.254901960784313,1.0,0,2,2.3181818181818183,1,51.0,0.0
PRV54323,51,30,2.196078431372549,20,203.52941176470588,10380,315.33996593779074,173.5565741514217,18.568627450980394,1.1176470588235294,0,5,1.7,5,8.5,0.0
PRV54324,32,28,5.8125,15,8312.5,266000,6669.32070826388,7.775958840037418,16.40625,1.25,19,10,1.1428571428571428,3,8.0,1.0
PRV54325,15,15,4.533333333333333,9,9466.666666666666,142000,6081.196624098943,8.85562831306517,17.133333333333333,1.2,10,5,1.0,2,5.0,1.0
PRV54326,5,4,5.2,9,4000.0,20000,3937.0039370059058,3.7418147801683816,14.6,1.2,2,3,1.25,1,2.5,1.0
PRV54327,70,43,2.642857142857143,21,2791.1428571428573,195380,8152.609174743238,257.1698497378301,17.385714285714286,1.3285714285714285,8,18,1.627906976744186,36,1.8918918918918919,0.18571428571428572
PRV54328,117,99,2.5384615384615383,27,1675.042735042735,195980,4964.513835963024,198.822972998145,17.837606837606838,1.2905982905982907,13,14,1.1818181818181819,36,3.1621621621621623,0.1452991452991453
PRV54330,472,372,1.38135593220339,20,593.4745762711865,280120,1910.383017417611,281.6895474179997,17.360169491525422,1.3283898305084745,11,41,1.2688172043010753,103,4.538461538461538,0.038135593220338986
PRV54332,995,531,1.3809045226130654,20,334.84422110552765,333170,773.0168049523259,323.85077977960503,17.597989949748744,1.258291457286432,0,26,1.8738229755178908,3,248.75,0.0
PRV54333,360,291,1.5583333333333333,26,1748.4166666666667,629430,5467.739318227337,218.99273596283103,17.59722222222222,1.4277777777777778,32,28,1.2371134020618557,92,3.870967741935484,0.1388888888888889
PRV54334,105,49,0.9428571428571428,20,215.14285714285714,22590,441.96918245705575,206.69998901744933,16.99047619047619,1.1714285714285715,0,9,2.142857142857143,12,8.076923076923077,0.0
PRV54335,219,187,1.1598173515981736,20,1121.8721461187215,245690,3197.3401592057976,287.8983997753347,17.461187214611872,1.5159817351598173,10,48,1.1711229946524064,94,2.305263157894737,0.0867579908675799
PRV54336,232,103,1.1810344827586208,35,1000.2586206896551,232060,4120.299228659443,276.7881177014871,17.551724137931036,1.206896551724138,8,18,2.2524271844660193,29,7.733333333333333,0.0603448275862069
PRV54337,149,132,3.3959731543624163,35,4298.724832214765,640510,7891.542623884247,195.83392297595844,16.610738255033556,1.4697986577181208,31,27,1.128787878787879,71,2.0694444444444446,0.42953020134228187
PRV54339,123,68,1.975609756097561,22,1169.6747967479675,143870,3313.1305919938472,257.3170401224702,17.333333333333332,1.3658536585365855,6,13,1.8088235294117647,28,4.241379310344827,0.08943089430894309
PRV54340,96,54,1.6979166666666667,20,728.125,69900,2465.166296301539,414.3787818374155,16.958333333333332,1.1770833333333333,2,12,1.7777777777777777,36,2.5945945945945947,0.03125
PRV54341,55,34,1.5272727272727273,20,435.8181818181818,23970,1028.8373353578604,375.56670572686494,17.436363636363637,1.290909090909091,0,9,1.6176470588235294,10,5.0,0.01818181818181818
PRV54342,35,34,0.8571428571428571,7,1265.142857142857,44280,2649.7318082142174,138.77478856975293,18.114285714285714,1.2285714285714286,2,9,1.0294117647058822,18,1.8421052631578947,0.2
PRV54343,17,16,0.29411764705882354,5,182.94117647058823,3110,276.4453993531624,181.77635410599882,17.705882352941178,1.4705882352941178,0,8,1.0625,14,1.1333333333333333,0.0
PRV54344,51,42,1.6666666666666667,20,336.6666666666667,17170,753.2215256262042,332.258268630235,17.49019607843137,1.3137254901960784,0,13,1.2142857142857142,32,1.5454545454545454,0.0
PRV54345,167,139,1.3712574850299402,20,283.1137724550898,47280,600.4806349932927,274.53100146419007,17.293413173652695,1.4610778443113772,0,18,1.2014388489208634,75,2.1973684210526314,0.0
PRV54347,26,25,0.6923076923076923,16,251.15384615384616,6530,434.9650737526122,251.15384615384616,17.73076923076923,1.2307692307692308,0,10,1.04,17,1.4444444444444444,0.0
PRV54348,217,203,3.410138248847926,35,4423.410138248848,959880,8739.206749666428,189.8910173933824,17.119815668202765,1.4700460829493087,57,42,1.0689655172413792,93,2.3085106382978724,0.41935483870967744
PRV54349,77,27,0.7142857142857143,20,231.8181818181818,17850,370.8444392007577,202.38244817104112,18.285714285714285,1.2857142857142858,0,7,2.8518518518518516,10,7.0,0.0
PRV54350,1495,530,1.534448160535117,35,953.2240802675585,1425070,4348.947006677551,231.08071889487778,17.554515050167225,1.3471571906354516,59,61,2.8207547169811322,84,17.58823529411765,0.07023411371237458
PRV54352,12,7,0.0,0,139.16666666666666,1670,244.483066278566,139.16666666666666,18.666666666666668,1.25,0,3,1.7142857142857142,1,6.0,0.0
PRV54353,32,31,1.125,20,206.875,6620,378.35328685954266,189.8992673992674,17.09375,1.25,0,11,1.032258064516129,22,1.391304347826087,0.0
PRV54354,100,89,3.01,20,2596.2,259620,5157.22534827879,287.5721656411811,17.27,1.41,11,16,1.1235955056179776,34,2.857142857142857,0.25
PRV54355,16,10,1.25,14,877.5,14040,1680.2440298956576,191.82228232177755,18.0625,1.375,0,5,1.6,10,1.4545454545454546,0.125
PRV54356,31,24,3.5483870967741935,20,6302.258064516129,195370,11494.070271137613,394.35391331462426,16.29032258064516,1.6774193548387097,10,11,1.2916666666666667,15,1.9375,0.4838709677419355
PRV54357,10,9,0.3,2,219.0,2190,521.5883860329373,219.0,17.3,1.3,0,6,1.1111111111111112,6,1.4285714285714286,0.0
PRV54358,43,30,1.813953488372093,20,305.8139534883721,13150,646.4085121365351,300.9211718514044,18.58139534883721,1.1162790697674418,0,9,1.4333333333333333,19,2.15,0.0
PRV54359,490,152,1.4653061224489796,20,1192.265306122449,584210,5495.053210508468,200.26705623778395,17.110204081632652,1.4061224489795918,28,17,3.223684210526316,42,11.395348837209303,0.08979591836734693
PRV54360,37,32,1.6216216216216217,20,245.94594594594594,9100,478.449227884907,242.46721969494246,17.45945945945946,1.3513513513513513,0,11,1.15625,27,1.3214285714285714,0.0
PRV54361,40,27,2.55,35,2091.0,83640,5793.796328611829,192.5965064973484,16.4,1.275,4,13,1.4814814814814814,13,2.857142857142857,0.175
PRV54362,50,38,0.24,10,290.2,14510,664.5314138549057,256.3460787706314,18.28,1.48,0,13,1.3157894736842106,18,2.6315789473684212,0.0
PRV54363,64,47,2.28125,20,2135.9375,136700,5376.007463722498,290.82341274047235,17.328125,1.390625,7,12,1.3617021276595744,23,2.6666666666666665,0.1875
PRV54365,115,61,1.208695652173913,20,271.2173913043478,31190,545.1446739025918,262.99468127057514,18.06086956521739,1.1565217391304348,0,8,1.8852459016393444,16,6.764705882352941,0.0
PRV54367,636,558,3.5267295597484276,28,4927.4842767295595,3133880,8000.059997298917,148.75825111494032,16.952830188679247,1.14937106918239,187,83,1.1397849462365592,163,3.8780487804878048,0.5062893081761006
PRV54368,110,98,1.309090909090909,20,412.1818181818182,45340,807.856356813741,309.8680728803273,17.21818181818182,1.2181818181818183,0,27,1.1224489795918366,39,2.75,0.03636363636363636
PRV54370,181,113,0.47513812154696133,20,233.53591160220995,42270,504.0245640871011,232.22191252799024,17.591160220994475,1.3535911602209945,0,37,1.6017699115044248,74,2.4133333333333336,0.0
PRV54371,31,30,2.2903225806451615,20,267.0967741935484,8280,422.96724497599183,265.83175205566096,17.387096774193548,1.4516129032258065,0,13,1.0333333333333334,19,1.55,0.0
PRV54372,1617,805,1.3129251700680271,21,416.20284477427333,673000,1749.5903490593446,279.08956776241,17.33704390847248,1.349412492269635,16,43,2.008695652173913,68,23.434782608695652,0.012987012987012988
PRV54373,8,8,0.375,3,728.75,5830,1728.165315339611,104.3346585594013,19.0,1.125,1,5,1.0,5,1.3333333333333333,0.125
PRV54374,854,455,1.5011709601873535,20,327.89227166276345,280020,933.845059766054,323.31591131071536,17.46838407494145,1.0644028103044496,1,11,1.876923076923077,10,77.63636363636364,0.0
PRV54375,56,48,3.7857142857142856,24,2571.25,143990,4496.709124965218,237.51062629011435,17.375,1.4107142857142858,9,24,1.1666666666666667,37,1.4736842105263157,0.2857142857142857
PRV54377,20,19,2.7,20,1655.5,33110,4447.378263769861,196.5646814111348,19.0,1.6,2,12,1.0526315789473684,16,1.1764705882352942,0.1
PRV54378,79,58,2.7088607594936707,20,2538.1012658227846,200510,5704.750623990627,156.89962313385385,17.050632911392405,1.3037974683544304,9,21,1.3620689655172413,50,1.5490196078431373,0.22784810126582278
PRV54379,116,96,2.956896551724138,20,2419.5689655172414,280670,5056.37615418332,303.3899623782374,17.06896551724138,1.4310344827586208,15,29,1.2083333333333333,40,2.8292682926829267,0.2413793103448276
PRV54380,12,11,1.6666666666666667,14,1411.6666666666667,16940,3519.4623384140864,79.5806049267228,18.0,1.25,1,6,1.0909090909090908,9,1.2,0.16666666666666666
PRV54381,129,124,1.0852713178294573,20,1266.7441860465117,163410,5527.834703060545,211.27648948718453,17.170542635658915,1.4883720930232558,6,36,1.0403225806451613,75,1.6973684210526316,0.10077519379844961
PRV54382,257,214,2.4396887159533076,24,2742.5291828793775,704830,6841.645754138518,200.76699692058622,17.167315175097276,1.4669260700389104,38,43,1.2009345794392523,87,2.9204545454545454,0.25680933852140075
PRV54383,29,22,0.6896551724137931,20,188.6206896551724,5470,458.3333482609342,188.6206896551724,17.379310344827587,1.3103448275862069,0,8,1.3181818181818181,14,1.9333333333333333,0.0
PRV54384,28,27,1.0714285714285714,20,1581.4285714285713,44280,6226.218586236584,261.23613523987706,17.785714285714285,1.5714285714285714,1,9,1.037037037037037,21,1.2727272727272727,0.07142857142857142
PRV54387,415,235,2.1156626506024097,20,274.0,113710,545.4519023504986,268.8549730206268,17.50602409638554,1.0120481927710843,1,9,1.7659574468085106,3,103.75,0.0
PRV54388,76,73,2.526315789473684,23,642.6315789473684,48840,1434.1216763078867,247.87481771134907,17.776315789473685,1.263157894736842,3,13,1.0410958904109588,27,2.7142857142857144,0.07894736842105263
PRV54389,56,44,1.5892857142857142,20,456.9642857142857,25590,796.2798038215122,456.0802687411598,17.571428571428573,1.4107142857142858,0,17,1.2727272727272727,39,1.4,0.0
PRV54390,95,86,4.063157894736842,29,3713.2631578947367,352760,6312.283270702103,166.09971839307224,16.48421052631579,1.568421052631579,23,24,1.1046511627906976,49,1.9,0.4
PRV54391,318,222,1.6918238993710693,20,746.0062893081761,237230,2510.006113071734,245.8152631730394,17.531446540880502,1.4088050314465408,9,58,1.4324324324324325,141,2.23943661971831,0.0660377358490566
PRV54392,35,33,0.2857142857142857,7,138.85714285714286,4860,189.00313456117487,133.41496598639455,17.542857142857144,1.2571428571428571,0,14,1.0606060606060606,28,1.206896551724138,0.0
PRV54393,75,63,1.5466666666666666,20,641.2,48090,1613.8747732658144,276.5218168781819,17.52,1.4666666666666666,2,20,1.1904761904761905,30,2.4193548387096775,0.06666666666666667
PRV54396,44,32,3.0454545454545454,20,610.0,26840,1652.4119087803347,381.8221411154902,16.613636363636363,1.1590909090909092,0,5,1.375,21,2.0,0.022727272727272728
PRV54399,349,144,1.9226361031518624,30,753.6962750716332,263040,2881.9331852937817,282.6097896340833,17.581661891117477,1.3008595988538683,7,7,2.423611111111111,21,15.863636363636363,0.03724928366762178
PRV54400,96,88,2.21875,20,291.9791666666667,28030,522.1183971227553,291.0863095238095,17.479166666666668,1.1979166666666667,0,10,1.0909090909090908,2,32.0,0.0
PRV54401,22,22,1.8181818181818181,20,137.27272727272728,3020,287.71980116544637,137.27272727272728,17.5,1.5,0,9,1.0,17,1.2222222222222223,0.0
PRV54402,56,50,1.3214285714285714,20,1330.7142857142858,74520,3740.3416747879924,295.27611490936613,17.464285714285715,1.4285714285714286,2,8,1.12,23,2.3333333333333335,0.10714285714285714
PRV54403,12,11,0.6666666666666666,8,156.66666666666666,1880,160.3594447332352,152.54125412541254,18.333333333333332,1.4166666666666667,0,9,1.0909090909090908,9,1.2,0.0
PRV54404,266,188,1.3270676691729324,20,312.3308270676692,83080,669.3718680133005,264.23845246684505,17.789473684210527,1.2293233082706767,0,23,1.4148936170212767,25,10.23076923076923,0.007518796992481203
PRV54407,19,16,1.7894736842105263,20,133.68421052631578,2540,175.537603642062,130.67669172932332,18.0,1.0526315789473684,0,6,1.1875,8,2.111111111111111,0.0
PRV54408,106,28,2.4056603773584904,20,501.3207547169811,53140,982.031980345998,406.3330731741756,17.028301886792452,1.0377358490566038,0,6,3.7857142857142856,14,7.066666666666666,0.018867924528301886
PRV54409,19,16,3.1052631578947367,20,1850.5263157894738,35160,3500.94982934665,167.8912904337551,16.36842105263158,1.2105263157894737,1,5,1.1875,9,1.9,0.2631578947368421
PRV54410,37,20,0.7567567567567568,20,279.72972972972974,10350,457.1377526795669,278.1399046104928,17.675675675675677,1.1891891891891893,0,4,1.85,4,7.4,0.0
PRV54411,22,16,1.6363636363636365,20,366.8181818181818,8070,540.4705741836844,253.86680764817172,17.181818181818183,1.1818181818181819,1,4,1.375,7,2.75,0.045454545454545456
PRV54412,70,43,0.7142857142857143,20,175.42857142857142,12280,317.2192846189549,168.51612903225805,17.957142857142856,1.0571428571428572,0,6,1.627906976744186,5,11.666666666666666,0.0
PRV54413,20,14,0.05,1,157.5,3150,204.88443469172415,156.03658536585365,16.8,1.1,0,5,1.4285714285714286,5,3.3333333333333335,0.0
PRV54414,30,18,2.533333333333333,20,1059.3333333333333,31780,2486.1796386026294,513.933361969361,17.566666666666666,1.0,1,6,1.6666666666666667,6,4.285714285714286,0.03333333333333333
PRV54415,27,16,0.0,0,264.0740740740741,7130,649.1785297841907,257.97055207554337,16.74074074074074,1.037037037037037,0,6,1.6875,8,3.0,0.0
PRV54416,17,16,0.058823529411764705,1,463.52941176470586,7880,895.0694189312259,463.52941176470586,17.11764705882353,1.0588235294117647,0,6,1.0625,9,1.7,0.0
PRV54419,28,27,1.4642857142857142,20,177.5,4970,265.82680242761245,177.5,17.821428571428573,1.3928571428571428,0,5,1.037037037037037,10,2.5454545454545454,0.0
PRV54420,1,1,5.0,5,300.0,300,0.0,300.0,21.0,1.0,0,1,1.0,1,0.5,0.0
PRV54421,65,31,1.7692307692307692,20,223.53846153846155,14530,390.0858510044246,220.4920030464585,18.323076923076922,1.3076923076923077,0,6,2.096774193548387,7,8.125,0.0
PRV54422,15,12,0.0,0,183.33333333333334,2750,282.5816359078929,183.33333333333334,18.266666666666666,1.3333333333333333,0,4,1.25,5,2.5,0.0
PRV54423,93,51,0.5806451612903226,20,241.72043010752688,22480,448.44083429219785,231.9122657371906,17.440860215053764,1.1612903225806452,0,9,1.8235294117647058,11,7.75,0.0
PRV54424,2,2,10.0,20,75.0,150,21.213203435596427,75.0,15.0,1.0,0,2,1.0,2,0.6666666666666666,0.0
PRV54425,18,13,2.111111111111111,18,4127.777777777777,74300,9180.101598537847,76.01600665211517,16.333333333333332,1.4444444444444444,2,3,1.3846153846153846,11,1.5,0.2222222222222222
PRV54426,24,20,3.2083333333333335,20,4182.916666666667,100390,6069.536533532364,186.65848144683505,16.75,1.1666666666666667,4,5,1.2,13,1.7142857142857142,0.375
PRV54427,62,20,2.1451612903225805,20,189.3548387096774,11740,437.12875009147007,177.72898864495394,17.14516129032258,1.3548387096774193,0,6,3.1,12,4.769230769230769,0.0
PRV54429,65,27,1.9384615384615385,20,787.2307692307693,51170,2238.8937751797116,340.3014976918621,17.215384615384615,1.3076923076923077,3,4,2.4074074074074074,11,5.416666666666667,0.046153846153846156
PRV54430,64,30,1.21875,20,201.5625,12900,282.1865798953165,186.54091855081032,18.4375,1.078125,0,6,2.1333333333333333,5,10.666666666666666,0.0
PRV54431,9,9,4.0,19,175.55555555555554,1580,203.23084848953854,175.55555555555554,17.11111111111111,1.2222222222222223,0,6,1.0,7,1.125,0.0
PRV54432,5,5,0.0,0,222.0,1110,291.58189244190044,222.0,20.4,1.8,0,3,1.0,4,1.0,0.0
PRV54433,14,12,1.2142857142857142,17,288.57142857142856,4040,710.3071615408813,288.57142857142856,16.785714285714285,1.3571428571428572,0,4,1.1666666666666667,9,1.4,0.0
PRV54434,42,31,1.5238095238095237,34,686.4285714285714,28830,1975.6157686921877,266.49258041184896,16.833333333333332,1.1666666666666667,0,6,1.3548387096774193,25,1.6153846153846154,0.047619047619047616
PRV54435,11,8,0.18181818181818182,2,389.09090909090907,4280,545.1321774662462,389.09090909090907,18.454545454545453,1.0909090909090908,0,1,1.375,4,2.2,0.0
PRV54436,2,2,3.5,7,1100.0,2200,1414.213562373095,1100.0,19.0,1.0,0,2,1.0,2,0.6666666666666666,0.0
PRV54437,14,14,1.7857142857142858,18,230.71428571428572,3230,553.2208389994873,230.71428571428572,17.5,1.0,0,5,1.0,7,1.75,0.0
PRV54438,272,98,1.2941176470588236,20,226.5808823529412,61630,444.27942497491927,224.48027682341302,17.408088235294116,1.0,0,7,2.7755102040816326,1,136.0,0.0
PRV54439,3,3,0.0,0,63.333333333333336,190,55.075705472861024,63.333333333333336,17.0,1.0,0,1,1.0,1,1.5,0.0
PRV54441,4,4,0.0,0,120.0,480,125.69805089976535,120.0,17.25,1.0,0,1,1.0,1,2.0,0.0
PRV54442,68,56,2.2058823529411766,20,372.05882352941177,25300,755.399585518539,366.2593206296603,17.485294117647058,1.3235294117647058,0,1,1.2142857142857142,1,34.0,0.0
PRV54443,61,51,2.8360655737704916,20,445.9016393442623,27200,893.9190437789102,440.266589741372,16.24590163934426,1.0,0,2,1.196078431372549,2,20.333333333333332,0.0
PRV54444,27,25,1.5925925925925926,20,361.85185185185185,9770,704.3111038838811,343.17372533058807,17.51851851851852,1.4074074074074074,0,2,1.08,3,6.75,0.0
PRV54448,23,23,1.1304347826086956,20,292.17391304347825,6720,660.7018067709181,257.9615110477548,18.17391304347826,1.0,0,1,1.0,5,3.8333333333333335,0.0
PRV54449,1,1,0.0,0,50.0,50,0.0,50.0,21.0,1.0,0,1,1.0,1,0.5,0.0
PRV54450,10,10,3.0,20,579.0,5790,844.6491710895253,579.0,17.4,1.0,0,1,1.0,1,5.0,0.0
PRV54451,13,13,1.6153846153846154,20,639.2307692307693,8310,1032.6540364392902,635.438786565547,17.923076923076923,1.3846153846153846,0,1,1.0,1,6.5,0.0
PRV54452,5,5,0.0,0,104.0,520,113.49008767288886,84.21978021978022,18.8,1.0,0,1,1.0,2,1.6666666666666667,0.0
